State,Year,Quater,Districts,District_Transation_count,District_Transation_amount
himachal-pradesh,2021,3,bilaspur,364475,689922524.099928
himachal-pradesh,2021,4,bilaspur,430870,844889571.9622381
himachal-pradesh,2022,1,bilaspur,472169,885425010.4453132
himachal-pradesh,2022,2,bilaspur,597379,1083546519.8422945
himachal-pradesh,2022,3,hamirpur,934529,1398047775.1680303
himachal-pradesh,2022,4,bilaspur,622642,1042618597.1158305
jammu-&-kashmir,2018,1,ganderbal,20571,9107649.670974826
jammu-&-kashmir,2018,2,kulgam,30822,17711007.626695573
jammu-&-kashmir,2018,3,udhampur,37014,92258254.83476217
jammu-&-kashmir,2018,4,pulwama,43706,109777843.14790586
jammu-&-kashmir,2019,1,kulgam,64816,58528128.30016053
jammu-&-kashmir,2019,2,rajouri,59741,189339489.0274282
jammu-&-kashmir,2019,3,pulwama,33089,104266797.68078922
jammu-&-kashmir,2019,4,baramulla,8345,30863315.57342449
jammu-&-kashmir,2020,1,pulwama,26598,76212175.43966158
jammu-&-kashmir,2020,2,pulwama,85402,271480260.94137585
jammu-&-kashmir,2020,3,pulwama,114833,372238070.39747894
jammu-&-kashmir,2020,4,rajouri,196713,567890456.5176736
jammu-&-kashmir,2021,1,samba,201873,489544571.0195804
jammu-&-kashmir,2021,2,samba,272944,627782719.5376384
jammu-&-kashmir,2021,3,samba,352992,822873576.4759533
jammu-&-kashmir,2021,4,pulwama,462342,988006961.9135485
jammu-&-kashmir,2022,1,pulwama,508605,1004677770.5886712
jammu-&-kashmir,2022,2,samba,783532,1573110669.1012697
jammu-&-kashmir,2022,3,kathua,834884,1473463666.339784
jammu-&-kashmir,2022,4,pulwama,963378,1594427876.0287037
jharkhand,2018,1,deoghar,70058,91100585.73781538
jharkhand,2018,2,deoghar,96438,148363954.84218916
jharkhand,2018,3,deoghar,152113,198908051.87959886
jharkhand,2018,4,deoghar,152383,236116834.01685226
jharkhand,2019,1,koderma,206484,382615731.9092488
jharkhand,2019,2,deoghar,216404,385121235.74762386
jharkhand,2019,3,deoghar,344455,555613175.4677337
jharkhand,2019,4,deoghar,411994,652381524.6441478
jharkhand,2020,1,deoghar,434837,757609415.2029015
jharkhand,2020,2,"saraikela kharsawan",587527,766916078.3234978
jharkhand,2020,3,deoghar,696852,1245632763.5577192
jharkhand,2020,4,garhwa,1066915,3132518917.570641
jharkhand,2021,1,garhwa,1096691,3661839156.389298
jharkhand,2021,2,garhwa,1508109,4795351244.711267
jharkhand,2021,3,"saraikela kharsawan",1902736,2794551681.2667665
jharkhand,2021,4,"saraikela kharsawan",2464688,3572566246.9868546
jharkhand,2022,1,garhwa,3083712,8114726164.818388
jharkhand,2022,2,garhwa,3818360,9098354638.470043
jharkhand,2022,3,koderma,3729215,6719612545.072683
jharkhand,2022,4,deoghar,4399812,6832642718.442626
karnataka,2018,1,bidar,148528,219204065.8266272
karnataka,2018,2,bidar,201824,419997599.5748527
karnataka,2018,3,kolar,306174,575358671.1529725
karnataka,2018,4,kalaburagi,484662,1051812356.8478899
karnataka,2019,1,tumakuru,926600,1788430415.4750216
karnataka,2019,2,ramanagara,988447,1917887093.7086911
karnataka,2019,3,davanagere,1351913,2163728718.7321467
karnataka,2019,4,davanagere,2063312,3345622513.6539807
karnataka,2020,1,davanagere,2704786,4892688445.769339
karnataka,2020,2,shivamogga,3119744,5814372127.285877
karnataka,2020,3,davanagere,5205295,10283937898.613035
karnataka,2020,4,davanagere,7262656,14015672346.829771
karnataka,2021,1,kolar,7957144,14724582470.437292
karnataka,2021,2,kolar,9352225,17435526726.61021
karnataka,2021,3,kolar,12345736,22985772793.69687
karnataka,2021,4,shivamogga,15695558,27830702801.550133
karnataka,2022,1,shivamogga,19949316,36172162298.55464
karnataka,2022,2,shivamogga,24024769,42192013838.99083
karnataka,2022,3,"dakshina kannada",17248777,25239674044.223103
karnataka,2022,4,"dakshina kannada",20604812,30207470651.062298
kerala,2018,1,alappuzha,74941,95014765.51241212
kerala,2018,2,alappuzha,101141,157158524.65667993
kerala,2018,3,alappuzha,129138,208917711.7163746
kerala,2018,4,alappuzha,180730,307021229.6677927
kerala,2019,1,alappuzha,252186,388624847.98847747
kerala,2019,2,alappuzha,282582,473109181.5959674
kerala,2019,3,alappuzha,412404,649647317.8447716
kerala,2019,4,alappuzha,581762,859960789.4064287
kerala,2020,1,alappuzha,655979,939182379.108365
kerala,2020,2,alappuzha,755556,942056560.3210676
kerala,2020,3,kottayam,1001447,1888052939.6003127
kerala,2020,4,kottayam,1486474,2688432124.5928073
kerala,2021,1,alappuzha,1681817,2825682876.840207
kerala,2021,2,alappuzha,1921008,3048000026.8000603
kerala,2021,3,alappuzha,2505822,4227398745.1447935
kerala,2021,4,alappuzha,3177335,5086522403.521093
kerala,2022,1,alappuzha,3687088,5795828219.423044
kerala,2022,2,alappuzha,4151240,6503782725.4786625
kerala,2022,3,kannur,5631041,8674487770.19761
kerala,2022,4,alappuzha,6094707,8414450111.973735
ladakh,2018,1,kargil,1244,3430931.079044319
ladakh,2018,2,kargil,4041,14170742.18486436
ladakh,2018,3,kargil,6149,20173133.975538384
ladakh,2018,4,kargil,8373,31643842.130934663
ladakh,2019,1,kargil,9825,34328560.502981424
ladakh,2019,2,kargil,15289,57479644.79749023
ladakh,2019,3,kargil,13855,47841053.992474176
ladakh,2019,4,kargil,5302,22099751.43707087
ladakh,2020,1,kargil,24169,68749860.73527025
ladakh,2020,2,kargil,38403,125414514.13487196
ladakh,2020,3,kargil,53708,183140893.83021227
ladakh,2020,4,kargil,79680,242682676.5979519
ladakh,2021,1,kargil,58756,181498257.68860364
ladakh,2021,2,kargil,91914,284985335.7109178
ladakh,2021,3,kargil,128949,444521407.39904046
ladakh,2021,4,kargil,134957,416648293.6797176
ladakh,2022,1,kargil,129349,371130651.7757771
ladakh,2022,2,kargil,229338,644363529.2719021
ladakh,2022,3,kargil,244513,647171126.7724075
ladakh,2022,4,kargil,233208,548410667.5396476
lakshadweep,2018,1,lakshadweep,778,1928611.1808777403
lakshadweep,2018,2,lakshadweep,2132,6187809.539400538
lakshadweep,2018,3,lakshadweep,1703,4339032.311985849
lakshadweep,2018,4,lakshadweep,1642,4463213.698222831
lakshadweep,2019,1,lakshadweep,2481,8786130.479338996
lakshadweep,2019,2,lakshadweep,2926,9242524.13698889
lakshadweep,2019,3,lakshadweep,3104,9651761.46376847
lakshadweep,2019,4,lakshadweep,3765,11269913.40492385
lakshadweep,2020,1,lakshadweep,5151,13502368.574504208
lakshadweep,2020,2,lakshadweep,7220,16942922.08594439
lakshadweep,2020,3,lakshadweep,8589,21306833.308656827
lakshadweep,2020,4,lakshadweep,11650,30111317.917080387
lakshadweep,2021,1,lakshadweep,9085,27042782.914081156
lakshadweep,2021,2,lakshadweep,11384,27383463.65795153
lakshadweep,2021,3,lakshadweep,13370,38803163.698768154
lakshadweep,2021,4,lakshadweep,15470,50998185.528381005
lakshadweep,2022,1,lakshadweep,16397,54939432.65393007
lakshadweep,2022,2,lakshadweep,17569,55929601.98990567
lakshadweep,2022,3,lakshadweep,15241,47580009.61750026
lakshadweep,2022,4,lakshadweep,17147,54813873.614936255
madhya-pradesh,2018,1,dhar,183246,206440756.11008483
madhya-pradesh,2018,2,dhar,238497,351923712.98836184
madhya-pradesh,2018,3,dhar,425936,570906796.1316426
madhya-pradesh,2018,4,dewas,501654,821092172.381887
madhya-pradesh,2019,1,rewa,866533,1138882577.7546175
madhya-pradesh,2019,2,dewas,705805,1221413819.1866453
madhya-pradesh,2019,3,dhar,895526,1358217450.0838826
madhya-pradesh,2019,4,rewa,1160674,2078184265.1862037
madhya-pradesh,2020,1,rewa,1358528,2622020903.5922184
madhya-pradesh,2020,2,dhar,1792207,2906918483.5859733
madhya-pradesh,2020,3,rewa,2086383,3959365505.5119104
madhya-pradesh,2020,4,rewa,3045335,6440539078.097477
madhya-pradesh,2021,1,sagar,3149917,5653447301.758538
madhya-pradesh,2021,2,rewa,3692722,8211449728.951238
madhya-pradesh,2021,3,sagar,4691027,8366148265.503399
madhya-pradesh,2021,4,rewa,6195961,12315058116.409243
madhya-pradesh,2022,1,sagar,7000254,11999611899.066284
madhya-pradesh,2022,2,rewa,8417985,16928268530.619324
madhya-pradesh,2022,3,sehore,8802203,12815375203.387741
madhya-pradesh,2022,4,rewa,9898698,16813110581.034153
maharashtra,2018,1,kolhapur,351519,354723905.37194455
maharashtra,2018,2,raigad,469802,849899520.0504556
maharashtra,2018,3,raigad,717318,1362324762.6075263
maharashtra,2018,4,palghar,1088141,1842460037.4482036
maharashtra,2019,1,solapur,1711532,2915291684.2363386
maharashtra,2019,2,ahmednagar,1790440,3545962730.754202
maharashtra,2019,3,raigad,2748252,4158566617.3787417
maharashtra,2019,4,raigad,3562595,5355626917.650449
maharashtra,2020,1,raigad,4244606,6091061427.355885
maharashtra,2020,2,raigad,4056198,5669347658.182283
maharashtra,2020,3,palghar,5046305,7298216466.360156
maharashtra,2020,4,palghar,8070045,11789420098.043339
maharashtra,2021,1,raigad,10673549,15596964081.61911
maharashtra,2021,2,raigad,11509927,16915509520.363083
maharashtra,2021,3,raigad,15666356,21716387176.67746
maharashtra,2021,4,raigad,19999796,27241010089.090332
maharashtra,2022,1,raigad,22836136,30642123149.62334
maharashtra,2022,2,raigad,26465986,34460851150.869255
maharashtra,2022,3,raigad,28475145,36394835874.96223
maharashtra,2022,4,raigad,32354836,40318975044.959946
manipur,2018,1,tamenglong,1007,1709209.2458958817
manipur,2018,2,tengnoupal,2080,6077962.2428630125
manipur,2018,3,tengnoupal,3282,13385091.180977922
manipur,2018,4,tamenglong,4866,13057576.00717781
manipur,2019,1,tengnoupal,6064,21054191.304917276
manipur,2019,2,tengnoupal,6226,22523708.105631053
manipur,2019,3,chandel,9230,20201420.061846673
manipur,2019,4,chandel,11650,30393939.87145141
manipur,2020,1,ukhrul,13355,30659040.231015503
manipur,2020,2,tamenglong,21294,47020896.803083815
manipur,2020,3,tamenglong,24595,57102594.74572652
manipur,2020,4,tamenglong,27674,77956516.78360562
manipur,2021,1,senapati,22025,73777202.51436572
manipur,2021,2,senapati,25681,70219657.8819672
manipur,2021,3,tamenglong,33266,108769884.2048046
manipur,2021,4,chandel,39891,131651667.09783676
manipur,2022,1,kakching,45714,129009720.36301751
manipur,2022,2,chandel,44845,161255425.28835768
manipur,2022,3,senapati,46116,141106697.64180186
manipur,2022,4,tengnoupal,49553,175755833.19199604
meghalaya,2018,1,"south garo hills",705,807410.0407250253
meghalaya,2018,2,"west khasi hills",742,684129.9552836155
meghalaya,2018,3,"west khasi hills",1228,2146208.196912882
meghalaya,2018,4,"east garo hills",2808,5832920.483690145
meghalaya,2019,1,"south garo hills",3146,7486873.33081286
meghalaya,2019,2,"west khasi hills",3012,4711717.239687435
meghalaya,2019,3,"west khasi hills",4604,6779362.1133165285
meghalaya,2019,4,"west khasi hills",5296,8007467.1825601505
meghalaya,2020,1,"west khasi hills",7569,12185453.500704024
meghalaya,2020,2,"west khasi hills",14911,13551099.230221383
meghalaya,2020,3,"west khasi hills",15031,19820539.50357129
meghalaya,2020,4,"west khasi hills",18440,41431802.48173465
meghalaya,2021,1,"west khasi hills",16947,60183253.84696514
meghalaya,2021,2,"west khasi hills",16590,41326043.50138934
meghalaya,2021,3,"west khasi hills",17524,45708478.00363463
meghalaya,2021,4,"south garo hills",28989,89662812.04398018
meghalaya,2022,1,"west khasi hills",36687,148090837.06952718
meghalaya,2022,2,"west khasi hills",31223,103764884.88347426
meghalaya,2022,3,"west khasi hills",29296,87822016.1025165
meghalaya,2022,4,"west khasi hills",41404,141954215.09290665
mizoram,2018,1,champhai,453,871005.7153709702
mizoram,2018,2,lawngtlai,627,1375226.7520610169
mizoram,2018,3,saiha,1060,6004487.220311114
mizoram,2018,4,saiha,1299,7552316.893169427
mizoram,2019,1,champhai,1865,6683655.297350604
mizoram,2019,2,saiha,1897,7884158.20574963
mizoram,2019,3,saiha,2722,10739243.821443643
mizoram,2019,4,saiha,3008,13805068.176785678
mizoram,2020,1,saiha,4119,14713548.478265904
mizoram,2020,2,saiha,6775,19711305.598098427
mizoram,2020,3,saiha,7107,24796870.137284856
mizoram,2020,4,saiha,8995,40835573.753559604
mizoram,2021,1,saiha,8038,35378443.37986354
mizoram,2021,2,saiha,10633,41046228.48202239
mizoram,2021,3,saiha,11182,43455371.73017335
mizoram,2021,4,saiha,11986,54122948.934775494
mizoram,2022,1,saiha,14364,64447851.87228675
mizoram,2022,2,saiha,16320,71937273.17240411
mizoram,2022,3,saiha,14990,62352784.58970161
mizoram,2022,4,saiha,19566,82040637.84033793
nagaland,2018,1,peren,587,1228042.9089448638
nagaland,2018,2,longleng,526,606015.5837374015
nagaland,2018,3,peren,1349,3565504.3902161866
nagaland,2018,4,kiphire,2008,3577703.453553167
nagaland,2019,1,kiphire,2103,4550857.60564944
nagaland,2019,2,peren,2715,6719423.986701602
nagaland,2019,3,peren,4277,8062310.434825074
nagaland,2019,4,peren,5148,10804065.561619181
nagaland,2020,1,peren,6691,10449509.21674379
nagaland,2020,2,kiphire,11097,21770604.465474274
nagaland,2020,3,kiphire,12462,29101447.582055062
nagaland,2020,4,longleng,13202,34760738.476595946
nagaland,2021,1,longleng,12009,34735822.64446311
nagaland,2021,2,longleng,13528,39521626.841992125
nagaland,2021,3,longleng,14691,44639115.38971553
nagaland,2021,4,longleng,16341,59818503.44606339
nagaland,2022,1,longleng,17513,56264190.28859669
nagaland,2022,2,kiphire,20492,71074150.21954788
nagaland,2022,3,kiphire,19352,63372092.96371811
nagaland,2022,4,kiphire,19928,66609982.69936785
odisha,2018,1,mayurbhanj,208105,151786389.20530617
odisha,2018,2,mayurbhanj,309322,308804358.7495179
odisha,2018,3,nayagarh,1140437,672431075.2136058
odisha,2018,4,jagatsinghapur,729403,588561101.5869067
odisha,2019,1,anugul,1023176,1083105252.400957
odisha,2019,2,anugul,656270,1100526633.6700115
odisha,2019,3,anugul,916878,1372415071.347659
odisha,2019,4,sundargarh,1500297,2290633492.9405365
odisha,2020,1,anugul,1176601,2199325035.2223163
odisha,2020,2,anugul,1343647,2479132333.718764
odisha,2020,3,anugul,1744600,3343482976.3347354
odisha,2020,4,anugul,2566879,5376845657.748442
odisha,2021,1,anugul,2688530,5923776582.870062
odisha,2021,2,anugul,3164512,6629061184.353283
odisha,2021,3,anugul,4298974,8427870407.924927
odisha,2021,4,anugul,5595409,10832624236.879738
odisha,2022,1,anugul,6423393,12666904909.368557
odisha,2022,2,anugul,7523854,13937160595.230968
odisha,2022,3,anugul,8115183,13631294531.285406
odisha,2022,4,sambalpur,10274024,14842758106.879675
puducherry,2018,1,mahe,1512,2456276.910513108
puducherry,2018,2,mahe,2686,3557654.224934818
puducherry,2018,3,mahe,4707,5653448.400293597
puducherry,2018,4,mahe,4767,7299650.996062614
puducherry,2019,1,mahe,6551,10846685.022694789
puducherry,2019,2,mahe,6166,10524574.13631358
puducherry,2019,3,mahe,8418,15294016.921326939
puducherry,2019,4,mahe,11424,18497001.461263284
puducherry,2020,1,mahe,13890,22225930.008886866
puducherry,2020,2,mahe,21650,36853827.72806046
puducherry,2020,3,mahe,23859,39701146.447601184
puducherry,2020,4,mahe,42107,62154140.96632717
puducherry,2021,1,mahe,48945,76889289.31604216
puducherry,2021,2,mahe,52427,86748217.5883918
puducherry,2021,3,mahe,76232,119461798.76413691
puducherry,2021,4,mahe,101037,158832340.7045973
puducherry,2022,1,mahe,116179,184741472.12407243
puducherry,2022,2,mahe,127396,204309598.8505104
puducherry,2022,3,mahe,126887,189885530.5376592
puducherry,2022,4,mahe,148799,213692492.28184882
punjab,2018,1,pathankot,51474,81047251.32470225
punjab,2018,2,pathankot,78612,158739383.40365845
punjab,2018,3,kapurthala,106984,188312115.6799224
punjab,2018,4,kapurthala,140093,271879526.83803904
punjab,2019,1,hoshiarpur,159087,333307889.2385825
punjab,2019,2,pathankot,160293,445515294.3077082
punjab,2019,3,pathankot,217743,530602505.216503
punjab,2019,4,pathankot,280434,697314026.1980982
punjab,2020,1,hoshiarpur,321185,613999219.7583513
punjab,2020,2,pathankot,394701,828442435.8246017
punjab,2020,3,hoshiarpur,444703,938565050.5404744
punjab,2020,4,hoshiarpur,584688,1343655246.8605404
punjab,2021,1,pathankot,570864,1486337867.4528933
punjab,2021,2,hoshiarpur,721249,1657693325.435227
punjab,2021,3,hoshiarpur,907847,1983363435.8296313
punjab,2021,4,kapurthala,1175355,2110713842.5000901
punjab,2022,1,kapurthala,1326492,2322895082.0700884
punjab,2022,2,sangrur,1640279,3950202304.556946
punjab,2022,3,hoshiarpur,1789334,3625177520.5732203
punjab,2022,4,sangrur,2004123,4766598735.821444
rajasthan,2018,1,udaipur,224103,315736879.7070354
rajasthan,2018,2,udaipur,291907,521933429.80104965
rajasthan,2018,3,ajmer,400284,841931847.4786526
rajasthan,2018,4,ganganagar,561084,1174061620.6784885
rajasthan,2019,1,jhunjhunu,984628,1661037639.5409722
rajasthan,2019,2,udaipur,1007076,1724895638.7887383
rajasthan,2019,3,jhunjhunu,1333354,2830120895.181952
rajasthan,2019,4,jhunjhunu,1869375,4227582982.791309
rajasthan,2020,1,nagaur,1885285,4010256396.916327
rajasthan,2020,2,udaipur,2293910,3491313530.816518
rajasthan,2020,3,nagaur,3048026,6903346685.307568
rajasthan,2020,4,bikaner,4005208,8393453473.061908
rajasthan,2021,1,nagaur,4976059,12761075159.690163
rajasthan,2021,2,udaipur,6280736,10800769537.661558
rajasthan,2021,3,dausa,8175162,12267753350.999645
rajasthan,2021,4,dausa,10142219,16190233721.345505
rajasthan,2022,1,bikaner,11656264,23262580003.212997
rajasthan,2022,2,bikaner,13694139,26087476960.412987
rajasthan,2022,3,bikaner,15580963,27371553576.152893
rajasthan,2022,4,bikaner,16072144,30210151812.097847
sikkim,2018,1,north,3446,5176776.803176151
sikkim,2018,2,north,6735,12849363.319488723
sikkim,2018,3,north,10146,27923847.395025603
sikkim,2018,4,north,15986,54207984.03057738
sikkim,2019,1,north,15810,42949466.65663589
sikkim,2019,2,north,18856,54371272.971085116
sikkim,2019,3,north,28543,68488417.92409426
sikkim,2019,4,north,33255,84624221.58772576
sikkim,2020,1,north,35470,84615332.45666516
sikkim,2020,2,north,47621,126661852.85020877
sikkim,2020,3,north,57672,163225093.14147198
sikkim,2020,4,north,80801,251186246.6496318
sikkim,2021,1,north,68266,220448584.97284672
sikkim,2021,2,north,81358,256077157.43570048
sikkim,2021,3,north,98373,321880637.0383413
sikkim,2021,4,north,128392,421772618.64529496
sikkim,2022,1,north,123838,391801570.45615834
sikkim,2022,2,north,174097,540506472.6682708
sikkim,2022,3,north,180979,523914878.614971
sikkim,2022,4,north,197276,542707823.7654651
tamil-nadu,2018,1,madurai,129858,232151304.34595776
tamil-nadu,2018,2,madurai,213788,460415565.2125236
tamil-nadu,2018,3,madurai,322515,702347696.9219124
tamil-nadu,2018,4,madurai,474612,1067216902.8803706
tamil-nadu,2019,1,madurai,662080,1386372054.5139372
tamil-nadu,2019,2,krishnagiri,663016,1504554589.8086202
tamil-nadu,2019,3,krishnagiri,906439,1897364248.7738578
tamil-nadu,2019,4,krishnagiri,1302647,2599923579.484123
tamil-nadu,2020,1,vellore,1236004,1793602013.1346076
tamil-nadu,2020,2,tiruchirappalli,1239752,2259353198.2312646
tamil-nadu,2020,3,erode,1662818,3580607368.6476803
tamil-nadu,2020,4,erode,2534766,5126731992.032161
tamil-nadu,2021,1,erode,3015359,6105816825.193925
tamil-nadu,2021,2,erode,3273510,6223483781.161043
tamil-nadu,2021,3,erode,4668549,9015063256.621798
tamil-nadu,2021,4,erode,6109637,11279232350.572424
tamil-nadu,2022,1,erode,6860000,12788323701.47359
tamil-nadu,2022,2,erode,8037374,14313011584.19171
tamil-nadu,2022,3,erode,9576460,15897874506.90147
tamil-nadu,2022,4,tiruchirappalli,10348183,18674871633.798847
telangana,2018,1,siddipet,144429,197965017.999628
telangana,2018,2,"bhadradri kothagudem",189793,504562629.3259425
telangana,2018,3,khammam,299774,611486713.5820062
telangana,2018,4,peddapalle,390467,777939864.6081892
telangana,2019,1,nizamabad,705541,1347187035.3619022
telangana,2019,2,nizamabad,782289,1812827883.3205523
telangana,2019,3,siddipet,1075629,2226176148.8370996
telangana,2019,4,siddipet,1508776,3271349293.2839117
telangana,2020,1,siddipet,1912271,4387174573.133842
telangana,2020,2,siddipet,2417054,5240899389.901978
telangana,2020,3,"bhadradri kothagudem",3196550,7671316620.377354
telangana,2020,4,"bhadradri kothagudem",5185352,12782078782.234629
telangana,2021,1,"bhadradri kothagudem",5386614,13659056643.17039
telangana,2021,2,"bhadradri kothagudem",6854796,16726841230.685331
telangana,2021,3,"bhadradri kothagudem",8176066,18135807092.898582
telangana,2021,4,"bhadradri kothagudem",10121890,22567782620.241013
telangana,2022,1,siddipet,11464769,25404779557.018036
telangana,2022,2,siddipet,13598517,29087166428.464252
telangana,2022,3,siddipet,12900290,27570105119.137543
telangana,2022,4,siddipet,14715170,30384216197.138824
tripura,2018,1,unakoti,5068,4349605.99414449
tripura,2018,2,unakoti,9198,6923396.262354777
tripura,2018,3,khowai,14941,21548759.427429266
tripura,2018,4,unakoti,22714,18120450.88253949
tripura,2019,1,unakoti,24562,28789584.83707358
tripura,2019,2,unakoti,20264,29942709.57518096
tripura,2019,3,unakoti,24817,37601399.539157376
tripura,2019,4,unakoti,35536,54063293.815416425
tripura,2020,1,unakoti,37292,65629411.24942416
tripura,2020,2,unakoti,51385,78087527.62381233
tripura,2020,3,unakoti,63441,118957916.52995977
tripura,2020,4,unakoti,77102,156226431.5680711
tripura,2021,1,unakoti,68925,161256237.6246628
tripura,2021,2,khowai,81845,164265842.95334023
tripura,2021,3,khowai,89061,181900029.39183187
tripura,2021,4,khowai,111589,254808204.6481812
tripura,2022,1,khowai,124989,289652618.573128
tripura,2022,2,khowai,147470,314663693.9199481
tripura,2022,3,khowai,164425,363263351.21088356
tripura,2022,4,khowai,172992,374619180.93378747
uttar-pradesh,2018,1,meerut,267015,345744809.58975303
uttar-pradesh,2018,2,meerut,374625,606678416.5867009
uttar-pradesh,2018,3,bareilly,530401,701813397.931004
uttar-pradesh,2018,4,meerut,700099,1476906079.09689
uttar-pradesh,2019,1,agra,1055850,1798577433.7026842
uttar-pradesh,2019,2,bareilly,893059,1444372593.85735
uttar-pradesh,2019,3,bareilly,1164660,1630271295.8342814
uttar-pradesh,2019,4,bareilly,1342436,2179671438.615908
uttar-pradesh,2020,1,bareilly,1552726,2644081691.2668533
uttar-pradesh,2020,2,aligarh,1873486,3333199475.158868
uttar-pradesh,2020,3,aligarh,2172376,4433149341.3868065
uttar-pradesh,2020,4,aligarh,3179237,6659603398.445011
uttar-pradesh,2021,1,aligarh,3639658,7418381922.136725
uttar-pradesh,2021,2,aligarh,4566809,9169523754.569004
uttar-pradesh,2021,3,aligarh,5783351,10758162334.818872
uttar-pradesh,2021,4,aligarh,7765317,15072461376.02834
uttar-pradesh,2022,1,aligarh,9297702,17226202534.103092
uttar-pradesh,2022,2,aligarh,11491914,20498359414.78222
uttar-pradesh,2022,3,aligarh,14106419,22685286303.74517
uttar-pradesh,2022,4,aligarh,18387697,30529612967.374783
uttarakhand,2018,1,uttarkashi,12342,15898878.295430979
uttarakhand,2018,2,uttarkashi,17994,31584871.420789883
uttarakhand,2018,3,uttarkashi,22900,44762533.115959145
uttarakhand,2018,4,uttarkashi,32970,74788538.69988397
uttarakhand,2019,1,uttarkashi,43500,85792881.24604434
uttarakhand,2019,2,uttarkashi,52899,116326460.03063229
uttarakhand,2019,3,uttarkashi,68144,126468996.95084272
uttarakhand,2019,4,uttarkashi,82965,174141275.3253441
uttarakhand,2020,1,uttarkashi,96469,176256181.79746825
uttarakhand,2020,2,uttarkashi,143866,241132342.2347738
uttarakhand,2020,3,uttarkashi,166514,318056161.8167209
uttarakhand,2020,4,uttarkashi,248828,446087898.9016932
uttarakhand,2021,1,uttarkashi,199972,419933605.44935334
uttarakhand,2021,2,uttarkashi,272386,493313162.9872029
uttarakhand,2021,3,uttarkashi,280090,564935671.3357033
uttarakhand,2021,4,uttarkashi,340832,699763855.0503579
uttarakhand,2022,1,uttarkashi,354038,690101594.2170823
uttarakhand,2022,2,rudraprayag,555674,1343191881.0768297
uttarakhand,2022,3,uttarkashi,574366,1020415832.5023174
uttarakhand,2022,4,uttarkashi,539699,916448376.7267579
west-bengal,2018,1,"purba bardhaman",396998,212356023.7378838
west-bengal,2018,2,maldah,697698,593137876.5821025
west-bengal,2018,3,purulia,2634127,1255674844.8882928
west-bengal,2018,4,nadia,1602207,1483069809.77854
west-bengal,2019,1,nadia,1878230,1674723468.0591764
west-bengal,2019,2,nadia,1702468,1996301068.112169
west-bengal,2019,3,"paschim medinipur",2347260,2190157100.6562915
west-bengal,2019,4,"purba medinipur",3988434,3949509409.870963
west-bengal,2020,1,bankura,2512191,1888506492.2303813
west-bengal,2020,2,"paschim bardhaman",2283471,3594187323.2869277
west-bengal,2020,3,"paschim bardhaman",2824660,4923778139.11113
west-bengal,2020,4,"paschim bardhaman",3911566,6878396003.007269
west-bengal,2021,1,"paschim medinipur",4172851,8823590467.006695
west-bengal,2021,2,"paschim bardhaman",4893774,8731262893.729904
west-bengal,2021,3,"paschim medinipur",6258901,12581282827.778063
west-bengal,2021,4,"paschim medinipur",7894026,16639425790.500774
west-bengal,2022,1,"paschim medinipur",9156926,20055779613.652466
west-bengal,2022,2,"paschim medinipur",10862436,23376063738.33557
west-bengal,2022,3,maldah,12459741,26922829611.83763
west-bengal,2022,4,"paschim medinipur",12768161,25216806019.74122
